,cold,drought,genotoxic,heat,osmotic,salt,UVB,Wounding
At3g54930,0,0,1,0,0,0,0,0
At3g54950,0,1,0,0,1,0,0,1
At3g54960,0,0,0,0,1,0,0,0
At3g54980,0,0,0,0,0,0,1,0
At3g54990,0,0,0,0,0,0,0,1
At3g55310,0,1,0,0,0,1,0,0
At3g55430,1,0,0,0,0,0,0,1
At3g55450,0,0,0,0,0,0,1,0
At3g55470,0,0,0,0,0,0,1,0
At3g55480,0,0,0,1,0,0,0,0
At3g55500,0,1,0,0,1,1,0,0
At3g55510,0,0,0,0,0,0,1,0
At3g55580,1,0,0,1,0,0,0,0
At3g55610,0,1,0,0,1,1,0,0
At3g55620,0,0,0,0,0,0,1,0
At3g55640,0,0,0,0,0,0,0,1
At3g55740,0,0,0,0,0,0,0,1
At3g55760,0,1,0,0,1,1,0,1
At3g55840,0,1,0,0,1,1,1,1
At3g55940,0,1,0,0,0,1,0,1
At3g55950,0,0,0,0,1,0,1,1
At3g55970,0,1,0,0,0,0,0,1
At3g55980,1,1,0,0,1,0,1,1
At3g56080,0,1,0,0,1,1,0,0
At3g56090,1,1,0,1,0,0,0,1
At3g56200,0,0,0,0,0,0,0,1
At3g56250,0,0,0,1,0,0,0,0
At3g56260,0,1,0,0,1,1,0,1
At3g56270,0,0,0,0,1,1,0,0
At3g56300,0,0,0,0,0,0,1,0
At3g56400,0,0,0,0,0,0,1,0
At3g56410,0,0,0,0,0,0,1,1
At3g56710,1,0,0,0,1,0,1,0
At3g56740,0,0,0,1,0,0,0,0
At3g56880,1,1,0,0,0,0,1,1
At3g56890,0,0,0,0,0,0,1,0
At3g57010,0,1,0,0,1,1,0,1
At3g57090,0,0,0,0,0,0,1,0
At3g57150,0,0,0,0,0,0,1,0
At3g57240,0,0,0,0,1,0,0,0
At3g57280,0,0,0,0,0,0,1,0
At3g57330,0,0,0,0,0,0,1,0
At3g57380,0,0,0,0,0,0,1,0
At3g57450,0,1,0,0,0,0,1,1
At3g57460,0,0,0,0,1,0,1,0
At3g57530,0,0,0,0,0,0,1,1
At3g57540,0,1,0,0,1,1,0,0
At3g57550,0,0,0,0,0,0,1,0
At3g57630,0,0,0,0,1,0,1,0
At3g57680,0,0,0,0,1,1,0,0
At3g57700,0,0,0,0,1,0,1,0
At3g57750,0,0,0,0,0,0,1,0
At3g57760,0,0,0,0,0,0,1,1
At3g57780,0,0,0,0,0,0,0,1
At3g57810,0,0,0,1,0,0,0,0
At3g57830,0,0,0,0,0,0,1,0
At3g57880,0,0,0,1,0,0,0,0
At3g57930,0,0,0,0,0,0,0,1
At3g58000,0,0,0,1,0,0,0,0
At3g58070,0,1,0,1,1,1,0,0
At3g58210,0,0,0,1,0,0,0,0
At3g58390,0,0,0,1,0,0,0,0
At3g58620,0,0,0,0,0,0,0,1
At3g58660,0,0,0,1,0,0,1,0
At3g58790,0,0,0,0,0,0,0,1
At3g59050,0,0,0,0,0,0,0,1
At3g59080,0,0,0,0,0,0,1,0
At3g59220,0,0,0,0,0,0,0,1
At3g59280,0,0,0,1,0,0,0,0
At3g59290,0,0,0,1,0,0,0,0
At3g59350,1,0,0,1,0,0,0,1
At3g59430,0,0,0,1,0,0,0,0
At3g59470,0,0,0,1,0,0,0,0
At3g59530,0,0,0,1,0,0,0,0
At3g59660,0,0,0,0,1,0,1,0
At3g59670,0,0,0,0,0,0,1,0
At3g59700,0,0,0,0,0,0,1,0
At3g59710,0,1,0,0,0,0,0,1
At3g59740,0,0,0,0,0,0,1,1
At3g59760,0,1,0,0,0,0,0,0
At3g59820,0,0,0,1,0,0,1,0
At3g60120,0,0,0,0,1,0,1,0
At3g60130,0,0,0,1,0,0,0,0
At3g60160,0,0,1,0,0,0,0,0
At3g60190,0,0,0,1,0,0,0,0
At3g60200,1,0,0,0,0,0,0,0
At3g60210,0,0,0,1,0,0,0,0
At3g60260,0,0,0,0,0,0,0,1
At3g60290,0,0,1,0,0,0,1,1
At3g60360,0,0,0,1,0,0,0,0
At3g60420,0,0,0,0,1,0,1,1
At3g60450,0,0,0,0,0,0,0,1
At3g60470,0,0,0,0,0,0,1,0
At3g60490,0,0,0,0,0,0,0,1
At3g60520,1,0,0,0,0,0,0,0
At3g60540,0,0,0,0,0,0,1,0
At3g60660,0,0,0,0,0,0,1,0
At3g60680,0,0,0,0,0,0,1,0
At3g60690,0,0,0,0,1,0,0,0
At3g60720,0,0,0,1,0,0,0,0
At3g61190,1,0,0,0,1,0,1,1
At3g61250,0,0,0,1,0,0,0,0
At3g61490,0,0,0,0,0,1,0,1
At3g61630,0,0,0,0,1,0,1,0
At3g61640,1,1,0,0,0,0,1,1
At3g61820,0,1,0,0,0,0,0,0
At3g61880,0,1,0,0,1,1,0,0
At3g61890,0,1,0,0,1,1,0,0
At3g61900,0,0,0,0,1,0,0,0
At3g62090,0,0,0,0,0,1,0,0
At3g62150,0,0,0,0,0,0,1,0
At3g62260,0,1,0,1,1,0,1,1
At3g62420,0,0,0,1,0,0,0,0
At3g62550,1,0,1,0,1,1,0,0
At3g62560,0,0,0,1,0,0,0,0
At3g62590,0,0,0,0,1,1,0,1
At3g62600,0,0,0,1,0,0,0,0
At3g62660,0,0,1,0,0,0,0,0
At3g62690,1,0,0,0,0,0,0,0
At3g62720,0,0,0,0,0,0,1,0
At3g62760,0,0,0,0,0,0,0,1
At3g62770,0,0,0,1,0,0,0,0
At3g62780,0,0,0,0,0,0,0,1
At3g62960,0,0,0,0,0,0,1,0
At3g63010,0,0,0,0,0,0,0,1
At3g63050,0,0,0,0,0,0,0,1
At3g63060,0,1,0,0,1,1,0,0
At3g63090,0,0,0,0,0,0,1,0
At3g63200,0,1,0,0,0,0,0,0
At3g63210,0,0,0,0,0,1,0,0
At3g63310,0,0,0,1,0,0,0,0
At3g63350,0,0,0,1,0,0,0,0
At3g63380,0,0,0,0,0,0,1,1
At3g63400,0,0,0,1,0,0,1,0
At3g63420,0,0,0,0,0,0,1,0
At3g66652,0,0,0,1,0,0,0,0
At4g00090,0,0,0,1,0,0,0,0
At4g00150,1,0,0,0,0,0,0,0
At4g00234,0,0,0,0,0,0,1,0
At4g00335,0,0,0,1,0,0,0,0
At4g00340,0,1,0,0,0,0,0,0
At4g00360,0,0,0,0,1,1,0,0
At4g00440,0,0,0,0,1,0,0,0
At4g00500,0,0,0,0,0,0,1,0
At4g00520,0,0,0,0,1,1,0,0
At4g00670,0,0,0,1,0,0,0,0
At4g00760,0,0,0,1,0,0,0,0
At4g00850,0,1,0,0,1,0,1,0
At4g00890,0,0,0,1,0,0,0,0
At4g00900,0,0,0,0,0,0,1,0
At4g00940,0,0,0,1,0,0,0,0
At4g00970,0,0,0,0,1,0,1,0
At4g01010,0,0,0,0,1,0,1,1
At4g01026,0,1,0,1,1,0,0,0
At4g01030,0,0,1,0,0,0,0,0
At4g01080,0,1,0,0,0,0,0,1
At4g01120,0,0,0,1,1,1,0,0
At4g01130,0,1,1,0,0,0,0,0
At4g01250,0,0,0,0,0,0,0,1
At4g01370,0,0,0,0,0,0,1,0
At4g01410,0,0,0,1,0,0,0,0
At4g01650,0,0,0,1,0,0,0,0
At4g01660,0,0,0,0,0,0,1,0
At4g01700,0,1,0,0,1,0,1,0
At4g01750,0,0,0,0,0,0,1,0
At4g01950,0,0,0,0,0,0,0,1
At4g02200,0,0,0,0,1,0,1,1
At4g02210,0,0,0,1,0,0,0,0
At4g02220,0,0,0,1,0,0,0,0
At4g02280,0,0,0,0,1,1,0,0
At4g02330,0,0,0,0,0,0,0,1
At4g02350,1,0,0,0,0,0,1,0
At4g02360,0,1,0,0,1,1,0,1
At4g02380,0,0,0,0,1,0,1,0
At4g02390,0,0,1,0,0,0,1,0
At4g02400,0,0,0,0,0,0,1,0
At4g02410,0,1,0,0,1,0,1,1
At4g02430,0,0,0,1,0,0,0,0
At4g02550,0,0,0,1,0,0,1,0
At4g02730,0,0,0,0,0,0,1,0
At4g02880,0,0,0,0,0,0,0,1
At4g02980,0,0,0,1,0,0,0,0
At4g03205,0,0,1,1,0,0,0,0
At4g03270,0,0,0,1,0,0,0,0
At4g03320,0,0,0,1,0,0,1,0
At4g03400,0,0,1,0,0,0,0,1
At4g03430,0,0,0,1,0,0,1,0
At4g03450,0,0,0,0,1,0,1,0
At4g03510,0,0,0,0,1,0,0,0
At4g03730,0,0,0,1,0,0,0,0
At4g03760,0,0,0,1,0,0,0,0
At4g03820,0,0,0,0,1,1,0,0
At4g03960,0,0,0,0,1,0,0,0
At4g04020,0,0,0,1,0,0,0,0
At4g04070,0,0,0,1,0,0,0,0
At4g04180,0,0,0,1,0,0,0,0
At4g04220,0,0,0,0,1,0,1,0
At4g04490,0,0,0,0,0,0,1,0
At4g04500,0,0,0,0,0,0,1,0
At4g04510,0,0,0,0,0,0,1,0
At4g04800,0,0,0,0,1,0,1,0
At4g04940,0,0,0,1,0,0,1,0
At4g04960,0,0,0,0,0,0,1,0
At4g05020,0,0,0,0,1,1,1,1
At4g05050,1,0,0,0,0,0,0,0
At4g05100,0,1,0,0,1,1,0,1
At4g05110,0,0,0,0,0,0,1,1
At4g05150,0,0,0,1,0,0,0,0
At4g05410,0,0,0,0,0,0,1,0
At4g05440,0,0,0,0,0,0,1,0
At4g05460,0,0,0,1,0,0,0,0
At4g07960,0,0,0,0,0,0,0,1
At4g08170,0,1,0,0,0,0,0,1
At4g08230,0,0,0,1,0,0,1,0
At4g08320,0,0,0,1,0,0,1,0
At4g08330,0,0,0,1,0,0,0,0
At4g08430,0,0,0,1,0,0,0,0
At4g08470,0,0,0,0,1,0,1,0
At4g08500,0,0,0,0,0,0,1,0
At4g08590,0,0,0,1,0,0,0,0
At4g08770,0,0,0,0,1,0,1,0
At4g08780,0,0,0,0,1,0,1,0
At4g08870,0,1,0,0,0,0,0,1
At4g08950,0,0,0,0,0,0,0,1
At4g09020,0,0,0,0,1,1,0,0
At4g09030,0,0,0,0,0,0,1,1
At4g09100,0,0,0,0,0,0,1,0
At4g09150,0,0,0,1,0,0,0,0
At4g09500,0,1,0,0,1,1,0,0
At4g09560,0,1,0,0,0,0,0,0
At4g09570,0,0,0,0,0,0,1,1
At4g09600,0,0,0,0,1,1,0,0
At4g09640,1,0,0,0,0,0,0,1
At4g10040,0,0,0,1,0,0,1,0
At4g10070,0,0,0,1,0,0,0,0
At4g10250,0,0,0,1,0,0,0,0
At4g10330,0,0,0,1,0,0,0,0
At4g10390,0,1,0,0,0,0,1,1
At4g10400,0,0,0,1,0,0,0,0
At4g10910,0,0,1,0,0,0,0,0
At4g10925,0,0,0,1,0,0,0,0
At4g10960,0,0,0,0,1,1,0,0
At4g11000,0,0,0,0,1,0,1,0
At4g11170,0,0,0,0,0,0,1,0
At4g11220,0,0,0,1,0,0,0,0
At4g11240,0,0,0,1,0,0,0,0
At4g11280,1,0,0,0,0,0,1,1
At4g11300,0,0,0,0,0,0,1,0
At4g11310,0,1,0,0,0,0,0,1
At4g11330,0,1,0,0,1,1,1,1
At4g11350,0,0,0,0,0,1,0,0
At4g11370,0,0,0,0,1,0,1,0
At4g11470,0,0,0,0,1,0,1,0
At4g11570,0,0,0,0,1,0,0,0
At4g11600,0,0,0,0,1,0,1,0
At4g11660,0,0,0,1,0,0,1,0
At4g11710,1,1,0,0,0,0,1,0
At4g11740,0,0,0,1,0,0,0,0
At4g11840,0,0,0,0,0,0,1,0
At4g11850,0,0,0,0,1,0,1,0
At4g11890,0,0,0,0,1,0,1,0
At4g12000,0,1,0,0,1,1,0,1
At4g12020,0,0,0,0,1,0,0,0
At4g12030,0,1,0,0,0,0,0,0
At4g12040,0,0,0,0,0,0,1,1
At4g12070,0,0,0,0,1,0,0,0
At4g12120,0,0,0,0,1,0,1,1
At4g12280,0,0,0,0,1,0,0,0
At4g12400,0,0,0,1,0,0,0,0
At4g12410,0,1,0,1,1,1,0,1
At4g12430,0,0,0,0,1,1,0,0
At4g12580,0,0,0,0,1,1,0,0
At4g12720,0,1,0,0,1,0,1,1
At4g12750,0,0,0,1,0,0,0,0
At4g12830,0,0,0,1,0,0,0,0
At4g12910,0,0,0,0,0,1,0,0
At4g12980,1,0,0,0,0,0,0,0
At4g13240,0,0,0,1,0,0,0,0
At4g13410,0,1,0,0,0,0,0,0
At4g13550,0,0,0,1,0,0,0,0
At4g13560,0,0,0,0,0,1,0,0
At4g13750,0,0,0,1,0,0,0,0
At4g13800,0,1,0,0,1,1,0,0
At4g13810,1,0,0,0,0,0,1,0
At4g13820,0,0,0,0,0,0,1,0
At4g13830,0,0,0,1,0,0,0,0
At4g13900,0,0,0,0,1,0,1,0
At4g13950,0,0,0,0,0,0,0,1
At4g14010,0,0,0,0,1,1,0,0
At4g14020,0,0,0,0,0,0,1,0
At4g14080,0,0,0,0,0,0,1,0
At4g14090,0,1,0,0,1,0,0,0
At4g14220,0,0,0,0,1,0,1,0
At4g14270,0,0,0,1,0,1,0,0
At4g14300,0,0,0,1,0,0,0,0
At4g14365,0,1,0,0,1,0,1,1
At4g14370,0,0,0,0,0,0,1,0
At4g14385,0,0,0,1,0,0,0,0
At4g14450,0,0,0,0,1,0,1,0
At4g14510,0,0,0,1,0,0,0,0
At4g14550,0,0,0,0,0,0,1,0
At4g14560,1,0,0,1,0,0,0,0
At4g14580,1,0,0,0,0,0,0,0
At4g14610,0,0,0,0,0,0,1,0
At4g14680,0,0,0,0,0,0,0,1
At4g14690,0,0,0,0,0,0,1,0
At4g14695,0,0,0,0,0,0,1,0
At4g15030,0,0,0,1,0,0,0,0
At4g15100,0,1,0,0,0,0,0,0
At4g15120,0,0,0,0,0,0,1,0
At4g15130,0,0,0,0,0,0,1,0
At4g15190,0,1,0,0,0,0,0,1
At4g15200,0,1,0,0,0,0,0,1
At4g15210,0,1,0,0,1,1,1,1
At4g15410,0,0,0,1,0,0,0,0
At4g15420,0,0,0,1,0,0,1,0
At4g15440,0,1,0,0,1,0,0,1
At4g15480,0,0,0,0,1,1,1,0
At4g15490,0,1,0,0,1,1,0,0
At4g15620,0,0,0,0,0,1,0,0
At4g15660,0,0,0,1,0,0,1,1
At4g15680,0,0,0,1,0,0,1,0
At4g15690,0,0,0,1,0,0,1,0
At4g15770,0,0,0,0,0,0,1,0
At4g15780,0,0,0,1,0,0,0,0
At4g15805,0,0,0,0,0,0,1,0
At4g15850,0,0,0,1,0,0,0,0
At4g15910,0,0,0,0,0,1,0,0
At4g15930,0,0,0,1,0,0,0,0
At4g15975,0,0,0,0,1,0,1,1
At4g16000,0,0,0,1,1,1,0,0
At4g16140,0,0,0,0,0,0,0,1
At4g16146,0,1,0,0,1,1,0,1
At4g16260,0,0,0,0,1,0,0,0
At4g16270,0,0,0,0,0,0,1,0
At4g16447,0,0,0,1,0,0,0,0
At4g16490,0,1,0,0,0,0,0,0
At4g16500,0,0,0,1,0,0,0,1
At4g16515,0,0,0,1,0,0,0,0
At4g16590,0,1,0,0,0,0,1,1
At4g16660,0,0,0,1,0,0,0,0
At4g16670,0,0,0,0,1,0,0,0
At4g16680,0,0,0,0,0,0,1,0
At4g16750,0,0,0,0,1,1,0,0
At4g16760,0,1,0,0,1,1,1,1
At4g16780,1,0,0,0,0,0,0,0
At4g16820,0,0,0,0,0,0,1,0
At4g16920,0,0,0,0,0,0,1,0
At4g16960,0,0,0,0,0,0,1,0
At4g16980,0,0,0,0,0,0,1,1
At4g17010,0,0,0,1,0,0,0,0
At4g17030,0,0,0,0,0,1,0,0
At4g17070,0,0,0,0,0,0,1,0
At4g17090,1,0,0,0,0,0,0,1
At4g17230,1,1,0,0,1,1,1,1
At4g17250,0,0,0,1,0,0,1,0
At4g17260,0,0,0,0,0,0,1,0
At4g17280,0,0,0,0,1,1,0,0
At4g17340,0,1,0,0,1,1,0,0
At4g17460,1,0,0,0,0,0,0,0
At4g17470,0,1,0,0,0,0,0,1
At4g17480,0,1,0,0,0,0,0,0
At4g17490,1,1,0,0,1,0,1,1
At4g17500,0,0,0,0,0,0,1,1
At4g17550,0,1,0,0,1,1,0,1
At4g17615,1,0,0,0,0,0,1,1
At4g17670,1,0,0,0,0,0,1,0
At4g17690,0,0,0,1,0,0,0,0
At4g17695,0,0,0,0,1,1,0,0
At4g17720,0,0,0,0,1,0,1,0
At4g17770,0,0,0,0,1,1,0,0
At4g17785,1,0,0,0,0,0,0,0
At4g17900,0,0,0,0,0,0,1,0
At4g18010,1,0,0,0,0,0,0,1
At4g18070,0,0,0,0,0,0,0,1
At4g18210,0,0,0,0,1,0,0,0
At4g18250,0,0,0,0,1,0,1,0
At4g18270,0,1,0,0,0,0,0,0
At4g18280,1,1,0,1,1,1,1,1
At4g18390,0,0,0,0,0,1,0,0
At4g18400,0,0,0,1,0,0,0,0
At4g18430,0,0,0,0,1,0,1,0
At4g18440,0,1,0,0,0,0,0,1
At4g18530,0,0,0,0,1,1,0,0
At4g18630,0,0,0,0,1,1,1,0
At4g18700,0,0,0,1,0,0,0,0
At4g18880,1,0,0,0,1,0,1,1
At4g18890,0,0,0,0,0,0,1,0
At4g18950,0,0,0,0,0,0,0,1
At4g18980,0,0,0,0,1,0,0,0
At4g19030,0,1,0,0,0,0,0,0
At4g19120,0,0,0,0,0,0,0,1
At4g19130,0,0,1,0,0,0,0,0
At4g19230,0,0,0,0,0,0,0,1
At4g19370,0,0,0,0,1,0,1,0
At4g19390,0,0,0,0,1,0,0,0
At4g19400,0,0,0,1,0,0,0,0
At4g19430,0,0,0,1,0,0,0,0
At4g19440,0,0,0,1,0,0,0,0
At4g19460,0,0,0,0,0,0,1,0
At4g19540,0,0,0,1,0,0,0,0
At4g19600,0,0,0,1,0,0,0,0
At4g19660,0,0,0,1,0,0,0,0
At4g19730,0,0,0,1,0,0,0,0
At4g19810,0,0,0,0,1,0,1,0
At4g19850,0,1,0,0,0,0,0,0
At4g19860,0,0,0,1,0,0,0,0
At4g19960,1,0,0,0,1,0,0,1
At4g20000,0,0,0,0,0,0,1,0
At4g20020,0,0,0,1,0,0,0,0
At4g20050,0,0,0,0,0,0,1,0
At4g20110,0,0,0,0,1,0,0,0
At4g20230,0,0,0,1,0,0,0,0
At4g20320,0,0,0,0,1,0,0,0
At4g20350,0,0,0,1,0,0,0,0
At4g20380,0,0,0,1,0,0,0,0
At4g20420,0,0,0,0,0,0,1,1
At4g20780,0,0,0,0,1,0,1,1
At4g20830,1,1,0,0,1,0,1,1
At4g20860,0,0,0,0,0,0,1,0
At4g20930,0,0,0,0,1,0,0,0
At4g21070,0,0,1,0,0,0,1,0
At4g21090,0,0,0,1,0,0,0,0
At4g21120,0,0,0,0,1,0,0,1
At4g21170,0,0,0,0,0,0,1,0
At4g21200,0,0,0,0,0,0,1,1
At4g21310,0,0,0,1,0,0,0,0
At4g21320,0,0,0,1,0,0,0,0
At4g21323,0,0,0,1,0,0,0,0
At4g21380,0,1,0,0,0,0,1,0
At4g21390,0,0,0,0,1,0,1,1
At4g21400,0,0,0,0,0,0,1,1
At4g21410,0,0,0,0,0,0,0,1
At4g21440,0,1,0,0,1,1,0,0
At4g21560,0,0,0,0,0,0,0,1
At4g21580,0,0,0,1,1,0,0,0
At4g21790,0,0,0,0,0,0,0,1
At4g21810,0,0,0,1,0,0,0,0
At4g21830,0,0,0,0,0,0,1,0
At4g21850,0,0,0,0,0,0,1,1
At4g21865,0,0,0,0,0,0,1,1
At4g21870,0,0,0,0,0,0,0,1
At4g21910,0,1,0,0,1,1,0,0
At4g21940,0,1,0,0,1,1,0,1
At4g21980,0,0,0,1,0,0,0,0
At4g22160,0,0,0,1,0,0,0,0
At4g22330,0,0,0,0,0,0,0,1
At4g22340,0,0,0,1,0,0,0,0
At4g22530,0,0,0,0,1,0,1,1
At4g22590,0,1,0,0,1,1,1,1
At4g22620,0,1,0,0,0,0,0,1
At4g22670,0,0,0,1,0,0,0,0
At4g22710,0,0,0,0,0,0,1,0
At4g22740,0,0,0,1,0,0,0,0
At4g22780,1,1,0,0,0,0,1,1
At4g22820,0,0,0,0,1,1,0,0
At4g22870,0,1,0,0,0,0,0,0
At4g22920,0,0,0,0,1,0,0,0
At4g22960,0,0,1,0,0,0,0,0
At4g22980,0,1,0,0,1,0,1,1
At4g23000,0,0,0,0,0,1,0,0
At4g23010,0,0,0,0,1,0,1,0
At4g23030,0,0,0,0,0,0,1,0
At4g23050,0,1,0,0,1,1,0,1
At4g23060,1,0,0,0,0,0,0,1
At4g23140,0,0,0,0,1,0,1,0
At4g23150,0,0,0,0,1,0,1,0
At4g23180,0,1,0,0,1,0,1,1
At4g23190,0,0,0,0,1,0,1,1
At4g23200,0,0,0,0,0,0,1,1
At4g23210,0,0,0,0,0,0,1,1
At4g23220,0,1,0,0,1,0,1,1
At4g23230,0,0,0,0,1,0,0,0
At4g23270,0,0,0,0,0,0,1,1
At4g23280,0,0,0,0,1,0,1,0
At4g23310,0,0,0,0,0,0,1,0
At4g23320,0,0,0,0,0,0,1,0
At4g23450,0,0,0,0,1,1,0,0
At4g23480,0,0,0,0,0,0,1,0
At4g23493,0,0,0,1,0,0,0,0
At4g23540,0,0,0,0,0,0,1,0
At4g23570,0,0,0,1,0,0,1,0
At4g23600,0,1,0,0,1,1,1,1
At4g23610,0,0,0,0,1,0,1,0
At4g23630,0,0,0,0,1,1,0,0
At4g23680,0,0,0,1,0,0,0,0
At4g23700,0,0,0,0,0,0,1,0
At4g23750,1,0,1,1,0,0,0,0
At4g23810,0,1,0,0,1,0,1,1
At4g23870,0,0,1,0,0,1,0,0
At4g23880,0,0,0,0,1,0,0,0
At4g23885,0,0,0,1,0,0,1,0
At4g23920,0,0,0,0,1,1,0,0
At4g23990,0,1,1,0,0,1,0,0
At4g24000,0,0,0,0,1,0,0,0
At4g24010,0,1,0,0,0,1,0,1
At4g24050,0,0,0,1,0,0,0,0
At4g24110,0,0,0,0,0,0,1,1
At4g24160,0,0,0,0,0,0,1,1
At4g24220,0,0,0,0,0,0,0,1
At4g24280,0,0,0,1,0,0,0,0
At4g24340,0,0,0,0,0,0,0,1
At4g24350,0,1,0,0,1,0,0,1
At4g24370,0,0,0,0,0,0,0,1
At4g24380,1,1,0,0,1,0,1,1
At4g24400,0,0,0,0,1,0,1,0
At4g24480,0,0,0,0,1,1,0,0
At4g24510,0,0,0,0,0,0,0,1
At4g24570,1,0,0,0,1,0,1,1
At4g24730,0,0,0,1,0,0,0,0
At4g24780,0,0,0,1,0,0,0,0
At4g24790,0,0,0,1,0,0,1,0
At4g24920,0,0,0,0,0,0,1,0
At4g24960,0,1,0,0,1,1,1,1
At4g25020,0,0,0,0,0,0,1,0
At4g25030,0,0,0,0,0,0,1,0
At4g25090,0,1,0,0,0,0,0,0
At4g25130,0,0,0,1,0,0,0,0
At4g25200,0,0,0,1,0,0,1,0
At4g25230,0,0,0,0,0,0,1,0
At4g25260,0,0,0,0,0,0,0,1
At4g25270,0,1,0,0,0,0,0,0
At4g25330,0,0,0,0,0,0,1,0
At4g25340,0,0,0,1,0,0,0,0
At4g25390,0,0,0,0,0,0,1,0
At4g25410,0,0,0,0,0,0,0,1
At4g25420,1,0,0,1,0,0,0,0
At4g25470,1,1,0,0,1,1,1,1
At4g25480,1,1,0,0,1,1,1,0
At4g25490,1,1,0,0,1,0,1,1
At4g25550,0,0,0,1,0,0,0,0
At4g25640,0,0,0,0,0,0,1,0
At4g25670,0,1,0,0,1,1,1,0
At4g25720,0,0,0,0,0,0,1,0
At4g25730,0,0,0,0,0,0,1,0
At4g25900,0,0,0,0,1,0,1,0
At4g25920,0,0,0,1,0,0,0,0
At4g25990,0,0,0,1,0,0,0,0
At4g26060,0,0,0,0,1,0,1,0
At4g26070,0,0,1,0,1,0,1,0
At4g26080,0,1,0,0,1,1,1,0
At4g26090,0,1,0,0,1,1,1,0
At4g26120,0,0,0,0,1,0,1,0
At4g26140,0,0,0,1,0,0,0,0
At4g26150,0,0,1,0,0,0,1,0
At4g26270,0,0,0,1,1,0,0,0
At4g26400,0,0,0,1,1,0,1,1
At4g26470,0,0,0,0,0,0,1,0
At4g26540,0,1,1,1,0,0,0,0
At4g26600,0,0,0,1,0,0,1,0
At4g26780,0,0,0,1,0,0,0,0
At4g26790,1,0,0,1,0,0,0,0
At4g26910,0,0,0,0,1,0,1,0
At4g27070,0,1,0,0,1,0,1,0
At4g27140,0,0,0,0,0,0,0,1
At4g27280,0,0,0,0,0,0,1,1
At4g27290,0,0,0,0,0,0,1,0
At4g27350,0,0,0,0,0,0,0,1
At4g27370,0,0,0,1,0,0,0,0
At4g27410,0,1,0,0,1,1,0,0
At4g27435,0,0,0,1,0,0,0,0
At4g27450,0,0,0,1,0,0,0,0
At4g27500,0,0,0,0,0,0,1,1
At4g27520,1,1,0,0,1,1,0,1
At4g27530,0,0,0,0,0,1,0,0
At4g27570,0,1,0,0,1,1,1,1
At4g27590,0,0,0,0,0,0,0,1
At4g27652,1,1,0,1,0,0,1,1
At4g27654,1,1,0,0,0,0,0,1
At4g27657,1,1,0,1,1,1,1,1
At4g27670,0,0,0,1,0,0,0,0
At4g27720,0,0,0,0,0,0,0,1
At4g27730,0,0,0,0,0,0,0,1
At4g27830,0,0,0,0,1,0,0,0
At4g27840,0,1,0,0,1,1,0,0
At4g27860,0,1,0,0,0,0,0,0
At4g27940,0,0,0,1,0,0,1,1
At4g27970,0,0,0,0,0,0,1,1
At4g28020,0,0,0,1,0,0,0,0
At4g28085,0,0,0,0,0,0,1,1
At4g28140,0,1,0,0,1,1,0,0
At4g28150,0,1,0,1,1,1,0,0
At4g28180,0,0,0,1,0,0,0,0
At4g28230,0,1,0,0,0,0,0,0
At4g28240,0,0,0,0,0,1,0,0
At4g28250,0,1,0,1,0,0,0,0
At4g28350,0,0,0,0,1,0,1,1
At4g28390,0,0,0,1,0,0,1,0
At4g28450,0,0,0,1,0,0,1,0
At4g28460,0,0,0,0,1,0,1,0
At4g28480,0,0,0,1,0,0,0,0
At4g28490,0,0,0,0,1,0,1,0
At4g28500,1,0,0,0,0,0,0,0
At4g28550,0,0,0,0,0,0,0,1
At4g28570,0,0,0,0,1,0,0,0
At4g28703,1,0,0,0,1,0,1,0
At4g28720,1,0,0,0,0,0,0,1
At4g28830,0,0,0,1,0,0,0,0
At4g29050,0,0,0,0,1,0,1,0
At4g29070,0,0,0,1,0,0,0,0
At4g29170,0,0,1,0,0,0,0,0
At4g29190,1,0,1,0,1,1,0,0
At4g29210,0,1,0,0,1,0,1,0
At4g29270,0,1,0,0,0,0,0,0
At4g29330,0,0,0,1,0,0,0,0
At4g29340,0,0,0,1,0,0,0,0
At4g29360,0,0,0,1,0,0,0,0
At4g29440,0,0,0,0,0,0,0,1
At4g29510,0,0,0,0,0,0,1,0
At4g29520,0,0,0,1,0,0,0,0
At4g29610,1,0,0,0,0,0,1,0
At4g29670,0,0,0,0,0,0,0,1
At4g29690,0,1,0,0,0,0,0,0
At4g29700,0,1,0,0,0,0,0,1
At4g29720,1,0,0,0,0,0,0,0
At4g29740,1,1,0,0,1,0,1,1
At4g29770,0,0,0,1,0,0,0,0
At4g29780,1,1,0,0,1,0,1,1
At4g29810,0,0,0,0,0,0,1,0
At4g29900,0,0,0,0,0,0,1,0
At4g29980,0,0,0,0,0,0,1,0
At4g30060,0,0,0,0,0,0,1,1
At4g30110,1,0,0,0,0,0,0,0
At4g30210,0,0,0,0,0,0,1,1
At4g30230,0,0,0,1,0,0,0,0
At4g30280,0,0,0,0,0,0,1,1
At4g30290,0,1,0,0,1,0,1,1
At4g30350,1,1,0,0,0,0,0,1
At4g30390,0,0,0,1,0,0,1,1
At4g30410,0,0,0,1,0,0,0,0
At4g30430,0,1,0,0,1,0,1,1
At4g30450,0,1,0,1,1,1,0,0
At4g30460,0,1,0,1,1,1,0,0
At4g30470,0,0,0,0,1,1,0,0
